monto_total,mes_transaccion,vestido_en_oferta,vestido_rating_promedio,vestido_review_count,producto_temporada_Invierno,producto_temporada_Otoño,producto_temporada_Primavera,producto_temporada_Todo el Año,producto_temporada_Verano,tipo_transaccion_Venta,tipo_transaccion_renta,tipo_transaccion_venta
-0.49360285542427823,-0.218409743753896,-0.07624928516630233,-2.286448387323663,-1.5832356655323412,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.19081434314274293,-0.218409743753896,-0.07624928516630233,-0.2356093931201974,-0.353567636440714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.17024528356081742,0.7122524648526064,-0.07624928516630233,0.5334552297061019,-0.353567636440714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.1919207567077181,-0.218409743753896,-0.07624928516630233,-1.2610288902219302,-0.7049013590383217,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3829614989267623,-0.218409743753896,-0.07624928516630233,0.5334552297061019,-0.353567636440714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3553011598023833,1.642914673459109,-0.07624928516630233,-0.2356093931201974,0.7004335313521094,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.25277350278135186,1.022473201054774,-0.07624928516630233,0.2771003554306696,1.0517672539497172,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.05103742943421446,1.022473201054774,-0.07624928516630233,0.5334552297061019,-0.7049013590383217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5341713528067007,-1.4592926885625659,-0.07624928516630233,-0.49196426739562976,-0.7049013590383217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2907603685121657,-0.5286304799560635,-0.07624928516630233,-1.2610288902219302,-1.0562350816359296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.40140172500968163,-1.7695134247647333,-0.07624928516630233,0.7898101039815365,-0.5292344977395179,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3549323552807249,-1.4592926885625659,-0.07624928516630233,-1.0046740159464966,-0.5292344977395179,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.01415697726837581,1.022473201054774,-0.07624928516630233,0.5334552297061019,-0.0022339138431062048,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.34608104676092366,0.40203172865043896,-0.07624928516630233,-0.7483191416710644,1.0517672539497172,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5360153754149927,1.642914673459109,-0.07624928516630233,-0.2356093931201974,-0.353567636440714,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.309200594595085,-1.4592926885625659,-0.07624928516630233,1.0461649782569689,-1.0562350816359296,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.04116370098038216,-0.5286304799560635,-0.07624928516630233,0.5334552297061019,-0.5292344977395179,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5570372331495207,0.09181099244827148,-0.07624928516630233,0.5334552297061019,-0.7049013590383217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.12479833376589175,1.642914673459109,-0.07624928516630233,0.5334552297061019,-0.5292344977395179,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3829614989267623,0.09181099244827148,-0.07624928516630233,0.5334552297061019,-0.353567636440714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.12479833376589175,-0.218409743753896,-0.07624928516630233,-1.0046740159464966,-1.0562350816359296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.24400618789249473,-0.218409743753896,-0.07624928516630233,1.5588747268078358,0.8761003926509132,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.28088664005833336,0.40203172865043896,-0.07624928516630233,0.7898101039815365,-0.353567636440714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.253879916346327,-0.8388512161582309,-0.07624928516630233,-0.7483191416710644,-0.353567636440714,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.42721804152576864,-0.5286304799560635,-0.07624928516630233,0.2771003554306696,-0.0022339138431062048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.23470208122009092,-0.218409743753896,-0.07624928516630233,-1.773738638772796,-0.353567636440714,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.16278519949670556,1.3326939372569413,-0.07624928516630233,-1.0046740159464966,-0.5292344977395179,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.27010731529929605,-0.218409743753896,-0.07624928516630233,-0.49196426739562976,-0.0022339138431062048,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.1333648313949788,1.642914673459109,-0.07624928516630233,1.5588747268078358,0.7004335313521094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.1616787859317304,-1.4592926885625659,-0.07624928516630233,-1.2610288902219302,-1.0562350816359296,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5275328714168498,-1.1490719523603985,-0.07624928516630233,-1.2610288902219302,-0.8805682203371257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3504197528676543,-1.7695134247647333,-0.07624928516630233,1.3025198525324035,1.4031009765473248,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2354396902634077,1.642914673459109,-0.07624928516630233,1.3025198525324035,-0.17790077514191008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3276408206780043,0.40203172865043896,-0.07624928516630233,1.0461649782569689,1.0517672539497172,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.05960392706330148,1.022473201054774,-0.07624928516630233,1.3025198525324035,0.3490998087545016,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5599876693227878,-0.5286304799560635,-0.07624928516630233,-1.0046740159464966,-1.0562350816359296,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5231072171569492,0.7122524648526064,-0.07624928516630233,-2.0300935130482296,0.17343294745569768,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7957377522934409,-0.8388512161582309,-0.07624928516630233,0.7898101039815365,0.7004335313521094,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.854062708622325,-0.218409743753896,-0.07624928516630233,1.5588747268078358,2.2814352830413442,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.23912773547999155,1.642914673459109,-0.07624928516630233,-1.0046740159464966,1.227434115248521,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2796962328624141,-0.5286304799560635,-0.07624928516630233,-0.49196426739562976,-0.353567636440714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.3688599789505735,-0.5286304799560635,-0.07624928516630233,-0.7483191416710644,-0.8805682203371257,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.3394425653710727,1.022473201054774,-0.07624928516630233,-0.7483191416710644,-0.8805682203371257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3752166039719362,-0.8388512161582309,-0.07624928516630233,0.02074548115523722,-0.5292344977395179,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.21441783252887966,1.642914673459109,-0.07624928516630233,0.02074548115523722,-0.17790077514191008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3848055215350542,1.3326939372569413,-0.07624928516630233,-1.2610288902219302,-1.0562350816359296,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5065110136823218,1.642914673459109,-0.07624928516630233,0.2771003554306696,-0.0022339138431062048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3276408206780043,-0.5286304799560635,-0.07624928516630233,-0.49196426739562976,-0.0022339138431062048,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.4707369750814583,-0.8388512161582309,-0.07624928516630233,-0.2356093931201974,-0.5292344977395179,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.24400618789249473,0.09181099244827148,-0.07624928516630233,1.5588747268078358,0.8761003926509132,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.05103742943421446,-0.8388512161582309,-0.07624928516630233,0.2771003554306696,-0.7049013590383217,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.01415697726837581,0.40203172865043896,-0.07624928516630233,1.0461649782569689,0.17343294745569768,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.09648437922914013,1.3326939372569413,-0.07624928516630233,1.0461649782569689,0.5247666700533055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.2619936158228115,-0.8388512161582309,-0.07624928516630233,-1.773738638772796,-0.353567636440714,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.22695718626526482,-1.7695134247647333,-0.07624928516630233,-1.2610288902219302,-1.0562350816359296,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.4530343580418557,1.642914673459109,-0.07624928516630233,-1.0046740159464966,-0.7049013590383217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.15430269549856268,-0.5286304799560635,-0.07624928516630233,0.02074548115523722,-0.7049013590383217,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.2656816610393954,0.7122524648526064,-0.07624928516630233,0.5334552297061019,-0.8805682203371257,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3305912568512714,1.642914673459109,-0.07624928516630233,0.7898101039815365,0.3490998087545016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.08791788160005311,-1.7695134247647333,-0.07624928516630233,0.02074548115523722,-0.17790077514191008,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4413166069797315,-0.5286304799560635,-0.07624928516630233,-0.2356093931201974,-0.353567636440714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3862807396216878,-0.218409743753896,-0.07624928516630233,-0.49196426739562976,-0.5292344977395179,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7249272841350307,-1.1490719523603985,-0.07624928516630233,1.0461649782569689,0.17343294745569768,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.20925456922566227,-1.7695134247647333,-0.07624928516630233,-0.7483191416710644,-0.0022339138431062048,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1454513869787614,-0.5286304799560635,-0.07624928516630233,-0.49196426739562976,0.17343294745569768,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.24400618789249473,-0.5286304799560635,-0.07624928516630233,1.5588747268078358,0.8761003926509132,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5456042929781107,1.642914673459109,-0.07624928516630233,-2.0300935130482296,0.17343294745569768,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.45782881682341475,0.09181099244827148,-0.07624928516630233,0.5334552297061019,-0.7049013590383217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7551692549110184,1.642914673459109,-0.07624928516630233,1.3025198525324035,-0.8805682203371257,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.320633534766495,1.3326939372569413,-0.07624928516630233,-1.0046740159464966,-1.2319019429347333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
